207912;370;790;336;11492
208272;405;729;349;11145
207846;362;786;325;11581
208010;420;747;304;11419
208677;393;730;312;10788
208069;396;740;312;11383
208444;379;763;324;10990
209328;355;677;328;10212
207937;370;704;327;11562
208498;407;716;292;10987
207842;374;691;346;11647
208520;357;702;291;11030
207244;382;793;358;12123
208468;407;755;306;10964
207596;415;726;354;11809
207373;368;815;335;12009
208205;365;775;344;11211
206746;432;858;389;12475
208125;379;712;321;11363
207851;444;784;318;11503
207506;394;713;374;11913
207114;408;801;344;12233
208605;390;759;310;10836
207640;379;750;339;11792
210160;345;686;287;9422
220899;0;0;0;1
208004;401;745;311;11439
207294;368;762;355;12121
208345;398;716;281;11160
207314;423;728;334;12101
207189;440;694;347;12230
207399;393;818;310;11980
208408;411;718;321;11042
208090;396;807;327;11280
208497;384;716;321;10982
207364;329;729;328;12150
206927;402;772;316;12483
207791;379;731;330;11669
220899;0;0;0;1
208230;367;667;328;11308
207825;404;827;363;11481
207928;405;779;336;11452
207306;413;803;368;12010
208703;405;654;323;10815
207374;421;764;381;11960
207467;465;819;319;11830
208365;398;809;308;11020
209044;409;683;310;10454
207759;410;719;318;11694
208512;350;723;366;10949
206846;402;877;372;12403
207341;340;727;316;12176
208775;369;729;339;10688
206777;412;791;365;12555
208365;416;716;307;11096
207254;414;776;369;12087
208497;349;752;339;10963
208336;410;696;335;11123
207829;392;771;332;11576
207475;365;816;351;11893
207956;377;732;317;11518
207984;415;808;320;11373
207251;423;814;347;12065
207395;397;753;333;12022
207941;375;775;346;11463
207810;410;679;340;11661
207655;424;823;328;11670
207570;400;815;379;11736
207417;425;737;392;11929
207654;405;819;336;11686
208492;400;745;347;10916
209537;365;676;270;10052
208551;430;691;298;10930
208537;343;676;310;11034
207517;416;783;382;11802
207610;393;760;320;11817
208200;394;769;308;11229
207627;361;761;336;11815
209254;398;736;307;10205
207677;394;738;369;11722
208877;353;729;291;10650
207805;390;749;353;11603
208129;372;758;328;11313
208050;397;793;315;11345
208311;392;763;320;11114
208092;439;793;293;11283
208197;387;692;321;11303
207487;379;736;317;11981
207517;380;759;327;11917
208528;385;743;312;10932
208137;468;774;305;11216
209232;323;718;313;10314
207222;387;776;367;12148
208818;402;710;314;10656
208816;359;695;330;10700
207411;401;818;351;11919
207239;444;747;317;12153
208395;336;736;336;11097
207517;406;843;332;11802
206583;422;864;352;12679
207527;388;716;328;11941
207539;370;774;352;11865
207909;398;710;336;11547
207435;381;783;325;11976
207459;391;755;329;11966
207786;362;747;318;11687
207532;370;745;335;11918
207157;411;859;366;12107
208130;374;725;322;11349
207632;407;742;351;11768
209787;345;662;262;9844
207514;394;795;321;11876
208265;344;749;319;11223
207805;378;673;340;11704
207545;422;786;346;11801
208092;426;714;296;11372
208035;372;699;321;11473
208008;375;754;332;11431
207956;390;725;326;11503
207642;402;748;313;11795
208411;368;713;320;11088
207100;435;738;369;12258
207759;410;771;337;11623
207625;387;781;342;11765
208024;372;752;323;11429
207558;434;766;329;11813
207067;397;756;341;12339
206916;368;756;360;12500
207647;363;767;344;11779
207834;354;731;365;11616
209241;345;751;284;10279
208126;356;744;326;11348
208194;391;687;320;11308
207845;378;780;368;11529
207516;407;794;319;11864
207312;390;737;334;12127
209027;387;760;303;10423
207816;369;698;348;11669
208194;379;729;348;11250
208423;382;705;319;11071
207646;373;756;340;11785
207886;360;741;344;11569
208555;408;745;314;10878
207160;401;805;382;12152
208036;425;739;331;11369
208866;362;758;304;10610
206808;372;755;332;12633
207205;406;772;365;12152
207269;385;848;324;12074
207595;380;748;336;11841
208271;388;767;305;11169
207830;412;738;332;11588
220899;0;0;0;1
208200;412;737;338;11213
207883;379;695;323;11620
207895;411;729;380;11485
206382;403;823;353;12939
208592;368;734;302;10904
208305;385;747;332;11131
208506;364;695;373;10962
208820;370;731;324;10655
207950;397;776;351;11426
208001;396;691;321;11491
208264;384;661;340;11251
207726;421;822;317;11614
206889;384;793;371;12463
207989;368;702;330;11511
208709;395;729;288;10779
207784;368;750;342;11656
208391;354;722;304;11129
208342;380;728;332;11118
207765;394;774;320;11647
207631;404;744;358;11763
207352;386;816;336;12010
208554;361;693;316;10976
208979;349;660;304;10608
207978;422;717;355;11428
208603;377;678;319;10923
208606;356;705;314;10919
207851;376;719;352;11602
207566;418;814;307;11795
206981;395;757;377;12390
207967;378;696;317;11542
207872;367;810;343;11508
207158;401;778;367;12196
207666;374;779;335;11746
207387;411;762;356;11984
208213;391;727;308;11261
207668;391;783;316;11742
207901;389;735;318;11557
207402;382;776;317;12023
207571;396;751;354;11828
209016;402;663;312;10507
207199;404;765;365;12167
208349;378;763;313;11097
208138;384;801;317;11260
206579;404;778;372;12767
208415;394;746;305;11040
208387;363;703;322;11125
208348;399;731;374;11048
207716;379;746;322;11737
207329;407;726;340;12098
207691;381;712;330;11786
208066;392;766;300;11376
208082;396;697;302;11423
207810;382;752;323;11633
208139;421;779;345;11216
207760;420;766;302;11652
207403;361;737;353;12046
207401;389;679;344;12087
207673;425;782;334;11686
