180588;1223;2285;1029;35775
179256;1315;2330;1031;36968
181170;1172;2266;1041;35251
179522;1231;2350;991;36806
180022;1230;2359;1045;36244
183934;1117;2148;953;32748
179608;1130;2177;1026;36959
177039;1300;2457;1061;39043
180099;1127;2312;1099;36263
179933;1203;2297;1061;36406
220897;0;0;0;3
181497;1212;2179;953;35059
178206;1227;2315;1104;38048
180283;1171;2457;1033;35956
181519;1214;2248;1019;34900
182631;1036;2074;1012;34147
180267;1139;2292;1087;36115
178294;1290;2590;1117;37609
181770;1162;2302;978;34688
183168;1143;2207;939;33443
179373;1159;2552;1069;36747
183628;1053;2068;934;33217
179971;1260;2380;1043;36246
179611;1179;2363;1038;36709
180637;1144;2148;978;35993
179257;1267;2360;1064;36952
180033;1250;2462;1071;36084
181762;1150;2167;992;34829
182287;1154;2285;983;34191
178596;1232;2418;1141;37513
180804;1235;2172;1057;35632
180959;1275;2326;1019;35321
181365;1163;2296;941;35135
181426;1180;2263;1047;34984
181462;1153;2459;995;34831
178457;1274;2392;1125;37652
182269;1143;2239;972;34277
179642;1237;2553;1029;36439
181246;1218;2348;1047;35041
180656;1247;2260;1001;35736
181288;1232;2292;958;35130
180916;1159;2361;1025;35439
178117;1304;2369;1108;38002
178877;1202;2501;1087;37233
178219;1359;2525;1065;37732
181559;1281;2311;954;34795
177843;1141;2432;1042;38442
179206;1240;2434;1081;36939
180096;1108;2121;1048;36527
180796;1133;2327;1029;35615
180338;1209;2182;1047;36124
182665;1161;2195;920;33959
179411;1163;2337;1015;36974
181358;1097;2049;998;35398
220899;0;0;0;1
179521;1213;2419;1024;36723
180385;1210;2286;1051;35968
178893;1209;2311;1054;37433
180205;1248;2388;990;36069
183696;1085;2258;939;32922
220899;0;0;0;1
178882;1285;2249;1090;37394
181141;1217;2169;1038;35335
181420;1170;2259;998;35053
179759;1223;2364;1061;36493
220896;0;0;0;4
179259;1269;2358;1118;36896
180633;1247;2444;1043;35533
179900;1323;2375;1019;36283
178608;1131;2397;1125;37639
178970;1199;2265;1055;37411
182366;1187;2173;988;34186
182820;1232;2263;985;33600
179681;1164;2320;1082;36653
181869;1124;2287;967;34653
180265;1126;2228;1010;36271
179142;1204;2322;1078;37154
180841;1183;2365;970;35541
180461;1187;2366;996;35890
181341;1214;2379;944;35022
179996;1267;2511;1041;36085
179910;1238;2277;990;36485
179719;1217;2468;1058;36438
183182;1168;2227;926;33397
179265;1199;2328;1121;36987
179721;1199;2303;993;36684
178004;1179;2342;1112;38263
179845;1123;2342;1032;36558
181231;1197;2253;1074;35145
182533;1058;2168;1018;34123
181021;1155;2323;995;35406
181013;1208;2228;1020;35431
181100;1172;2190;981;35457
181297;1198;2292;1029;35084
178460;1245;2291;1106;37798
179260;1200;2406;1055;36979
179685;1217;2347;1084;36567
180229;1199;2349;1000;36123
180623;1205;2139;1020;35913
183610;1162;2192;963;32973
179044;1294;2244;1101;37217
220899;0;0;0;1
178244;1274;2530;1075;37777
180737;1141;2411;1010;35601
181374;1132;2201;985;35208
178775;1270;2471;1080;37304
179233;1200;2265;1061;37141
178603;1172;2396;1078;37651
179043;1205;2217;1145;37290
180646;1192;2341;1077;35644
183065;1171;2389;980;33295
181669;1144;2235;983;34869
180535;1202;2510;1053;35600
180529;1201;2113;997;36060
181551;1248;2387;970;34744
178701;1254;2485;1053;37407
179549;1303;2375;1035;36638
180616;1207;2357;1093;35627
182810;1149;2289;967;33685
180108;1154;2233;1027;36378
